tweet	label
ዲሻችን ስክራች እያረገ ነው አላለኝም ደውሎ እና ሲዲውን ጠረግ ጠረግ አርገህ አስገባዋ ?	neutral
በምን እድሌ	negative
አንች ልጅ. you are always speaking ma mind. ጭንቅላቱን(የእኔን) እያነበብሽ ፃፊ የተባልሽ እኮ ነው የምትመስይው. ምን ጉድ ነው! ለማንኛዉም Danke ብያለሁ	neutral
ወሎ ዩኒቨርሲቲ የመማር ማስተማር ስራውን አውከዋል ባላቸው ተማሪዎች፣የአስተዳደር ሰራተኞችና መምህር ላይ እርምጃ መውሰዱን አስታወቀ።	positive
me: ( animal crossing villagers: በአዋልድ ስም በአስራ ሦስተኛው አጋንንት “ቴይለር ስዊፍ” ፣ ይህን ሰው በመንጽሔ ነበልባል ውስጥ በዘላለማዊ ሥቃይ እንረግማለ…	negative
የትግራይ ነፃ አውጪ ለኔ አጋር ናቸው ከኢትዮጵያ ወጣቶች ጋር በመሆን መብቴን የተቀማሁትን ቤት የደረሰብኝን ጉዳት ሁሉ በአገራችን ላይ የኩልነት መብት ይኑረኝ ይኑረን እናሸንፍ አለን፣ በሀገራችን ኮርተን እንኖራለን አሜን	neutral
ልምድ ያለው ሰው እኮ?	neutral
ታኅሣሥ - እሁድ እና ሰኞ ከቀኑ ሰዓት ጀምሮ የወንጌል እና የዝማሬ አገልገሎት በካራ ደብረ ምሕረት ቅዱስ አማኑኤል. ቤተክርስቲያን ተዘጋጅቷል። ሁላችንም እንገናኝ ዘን…	neutral
ጤዛ እና ገዳይ ሲያረፋፍድ ምርጥ ነው	positive
ምኞት እና ስሜት፣ አማራጭ ሃሳብ የሌለው ነው ያለው መሰለኝ. አቤት politics gin yigermal	neutral
የዛሬን አያድርገው እና አብዮታዊ ድሞክራሲም እንዲህ ተብሎ ተሰብኮ ነበር ወደጄ	neutral
ኢትዮጵያ በደከመች ጊዜ በግፍ የተወሰደባትን የባህር በር የጊዜ ጉዳይ ነው እንጂ ማስመለሷ አይቀርም ።ከቻይና እና ቦሊቪያ ብዙ ልንማር ይገባል ።	positive
በትክክል ብለሃል ዶክተር እናተም አንድ ሁኑ	positive
በተሻሻለው ነው በድሮው? የድሮው ህግማ ይስራ ከተባለ አብዛኞቹ ከምርጫ ቦርድ ጋር እየተወያዩ ያሉት ፓርቲዎች ህገወጥ ናቸው!	neutral
ብራቮ ኢዜማ ኢዜማ በወለጋ ፣ ጊንጪ ፣ አርሲና አምቦ ከተሞች ህዝባዊ ስብሰባውን ሊያደርግ ነው	positive
Lol እኔ የማውቀው መሃል አዲስ አበባ ተወልጄ ማደጌን ነው! ነገር ግን ከነጮቹ Snow የሸዋ ገበሬ የእህል ማሳ እና የአደይ አበባ ውበት ይቀርበኛል ብዬ አስባለሁ።	neutral
በትክክል አይቆጥርም ነው ወይሰ በትክክ መብራት የለም ነው?	neutral
በመለስ ዜናዊ መታሰቢያ ፓርክ ውስጥ ከሚገኙት አገር በቀል ዕፅዋት መካከል አንዱ የሆነውን እሬት ሳይንሳዊ ይዘቱንና ጥቅሞቹን እናስተዋውቃችሁ፡፡	neutral
እናም ሃይማኖቶች በፖለቲካዊ በዓላትና ስብሰባዎች ላይ ንግግር ማድረግ ቢከለከሉ መልካም ነው።	positive
ሁሌም ልክ ነኝ :-)	negative
በቀጣይ ቴክኒዎሎጂው ወደ ስራ ሲገባ አሁን ባሉ ቁጥራቸው በ አአ በለይ ለሚሆኑት ነበርና በቀጣይ በግል እና በመንግሥት በሚገነቡ ግንባታዎች የገጠማ ስራ ላ…	neutral
ጎንደር ዩኒቨርሲቲ በተቋሙ መረጋጋት እንዳይፈጠር እንቅፋት ሁነዋል ባላቸው መምህራን፣ ተማሪዎች፣ የአስተዳደር ሰራተኞች እና የጤና ባለሙያዎች ላይ እርምጃ ወሰድኩ አለ።	neutral
ጋዜጠኝነት ራሱ ገለልተኛ መሆንን የሚጠይቅ መስሎኝ። በዚህ አካሄድ የኢትዮጵያ ህግ አስከባሪ ፖሊሶች ማህበርም እንጠብቃ። መልካም እድል ግን።	neutral
በአራቱም አቅጣጫ ጃንጣላ ይዞ የሚለምን፣በየቤቱ አላስተኛ ያለው የዳንኤል ወንድምና እህቶች አይደሉም እንዴ ፣ኣረገኝ፣ ተወኝ ?	negative
የካስዬን መወለድ እንደ የድል በዓል ማክበር አያቅተንም?	positive
አገር በእንደዚህ ዓይነት heartless አረመኔዎች እጅ ትግባ የፖለቲክ ትርፍ ፍለጋ ያለው መንግስት እንጂ innocent ተማሪዎች አይደሉም እነሱ ለራሳቸውና ለቤተሰቦቻቸው እንዲበቁ…	negative
የመጨረሻ እስትንፋሳ እስኪያደርጉ ድረስ ከፍተኛ ሥቃይ ይሰማዎታል ፣ የደምዎ መስመር ይሰቃያል እናም ከሞተ በኋላ ወደ ሲኦል ዋሻዎች ይገባል። ከሠራው ኃጢአት…	negative
አይ እንደዛ ማለቴ አይደለም ቤተ።በተደጋጋሚ የፖሊሲ አረፍተ ነገሮች የሉትም (ቢያንስ የመጀመሪያ ቶች) ብዬህ ነበር።አለ ካልክ…	neutral
No ሥእል መውደድ የነጭ ብቻ ያረገው ማነው?	neutral
በ ኦነግ እና በጃዋር መካከል ያለው ልዩነት ምንድነው . . . . . . . .	negative
ማህበረ ቅዱሳን- እየደረሰ ባለው ሙስሊሙንና ሃገርን የማዉደም ዘመቻ የድርጅቱ ሚና	negative
ኩራት ወንድምን በመግደል ፥ በማሰር ፥ በማሰቃየት እና ሀገር በመዝረፍ ሆነ እንዴ?	negative
ጥር ለሞጣ ተጎጂዎች ካሣ የምንሆንበት ቀን ነው! የኢትዮጵያ እስልምና ጉዳዮች ም/ቤት የሞጣ ሙስሊሞች ከደረሰባቸው አስነዋሪ ጥቃት ማገገም ይችሉ ዘንድ ነገ ጥር ታላቅ የገቢ ማሰባሰቢያ አ…	positive
የኢዜማን ቴሌግራም ቻናል እከታተላለሁ። በፖሊሲ በደንብ የተዘጋጀ እና በእውቀት ላይ የተመሰረተ ነው። የሃገሪቷ ችግር በስሜት በመነዳት እንደማይፈታም ገብቷ…	negative
“Teriorist?” ሌላው ቢቀር በትትክል እንኳን ፃፈው ማገናዘቡን እንኳን ቁማር ተበልተህዋል?	negative
እንዳደናቀፈው ሰው በላዩ ክንብል! ብዬም አስቤ ዘግንኖኝ ነው	neutral
የመጨረሻኮ እግዜርን የሆነ ክፉ ነውሚያረጉት ?♀️ .and he is not ? !	neutral
ይህንንም ለኦሌ ብለን ነበር ከቸልሲ ጋር የሲዝኑ መክፈቻ ጨዋታ ላይ.	neutral
ላሊበላን ስጎበኝ ወደ ግራ ስዞር የሆነ ዋሻ አየሁ በጣም ጭለማ ከዛ ማታ እንቅልፍ እምቢ አለኝ. ፈርቼ አልጋ ልብሴን ይዤ ተኛሁ ከዛ እንደምንም በknockout እንቅልፌ መጥቶ ዞር…	negative
በኦሮሚያና አዲስ አበባ የሚኖረውን አብሮ አደጉን አማራ፣ንቆና አግልሎ ባህርዳር ሄዶ ኢትዮጵያነት ሱስ ነው ያለው አስመሳይ ይኸውላችሁ! ፍትህ ለኦሮሚያ አማሮችና ሌሎች ብሄረሰቦች!	negative
ስለቦነስ የሚወራውም ሆነ የሚማረው በታህሳስ መጨረሻ ሳይሆን በሰኔ መጨረሻ ነው ?ወርሃ ቦነስ? - የኛን የቦነስ ባለማዕረጎችን ትዝታም ባትቀሰቅስ	neutral
እንዲህ ያለን ነጭ ውሸት በቴሌቪዥን ቀርቦ ማውራት? ድፍረቱን ከየት አመጣው?	negative
ይሄ ዜና ነው? ስብሰባው ከመደረጉ በፊት ማለት ትችሉ ነበር!	neutral
?ስለሆንኩ ነዋ። ከደበረሽ ግን ይቀራል	negative
አረቄ + ማር + ጦስኝ + የጥቁር አዝሙድ ዘይት አንድ ላይ ተፍልቶ። ቤተሰብ ግን ቀድምህ ተሰናበት	neutral
sent me this and I found it hilarious. ? “ሀበሻ ማለት ሊማር የመጣ ወንድሙን ከፎቅ ላይ ወርውሮ እየጣለ ለአውስትራሊያ ካንጋሮ የሚያዝንና ፀሎ…	neutral
“ጌታቸው አሰፋ የዜጎችን ኢ-ሰብአዊ አያያዝ ሲቃወም፤ የሚያደናቅፉት እነ ደመቀ ነበሩ። - አቶ አስመላሽ ወስላሴ (የአይጥ ምስክር )	neutral
ዝምበይ ቋጣሪ	neutral
ክልል መንግስት መዋቅር በማህበረ ቅዱሳን መያዙን የክልሉን መንግስት መግለጫና የማህበረ ቅዱሳን ቲቪ የሚናገሩትን በማየት ማረጋገጥ ይቻላል !	neutral
ኧረ እነሱ እንኳን በጥምረታቸው ይቀጥሉበት ተዋቸው	positive
.ወለጋ ላይ አስፓልት መስራት ለኦነግ ጫማ ገዝቶ ማጫመት ነው። ~ መለስ ዜናዊ	negative
ሕዝብ እንደፈለገው የምትመራው እንጂ እንደፈለግከው የምትመራው አይደለም: እሱንም ከመረጠህ: ሕዝብ በግ አይደለም በሕጻናት አስተሳሰብና በ’ሰርፕራይዝ የሚመራው: ሳትመረጡ ስልጣን ተፈናጣ…	positive
