tweet	label
Una order viwanda sio vyako private sector imejaa wagenimchana mwema broila mkiweza badilisheni	neutral
Ndio hakuna kadi zinazotolewa katika akaunti ya mtoto FJ	positive
Kaimu Mganga Mkuu wa Mkoa wa Songwe Dkt Kheri Kagya akitoa zawadi kwa akina mama wa mfano walioweza kunyonyesha watoto wao maziwa pekee kwa muda wa miezi sita wakati wa maadhimisho ya wiki ya unyonyeshaji yaliyofanyika Halmashauri ya Mji wa Tunduma	positive
Inahitaji busara kusahauna hekma Vinaweza kutokea vitu vikapelekea ukakumbuka jambo lililopita maumivu yakanza tena	neutral
Asante mdau Hapo inatakiwa GW kuna kasoro kidogo tutarekebisha Ila mshindi ni ndugu Alex Elimboto	positive
Nzuri Tunashukuru kwa maoni yako Tutayafikisha katika ngazi husika kwa majadiliano zaidi IR	positive
Habari Kaka wa Taifa tunafanya hivyo ili kuupdate taarifa za mteja ikiwepo kuwa na picha yake halisi ya wakati husika gtBM	positive
Niwaombe pia Watanzania tujitahidi kutumia njia nyingine za asili kupambana na corona Wizara ya Afya mlisisitize hili zai	neutral
Karibu ya kuanzia saa	neutral
huwezi kuamini wajukuu wako na ni wapenzi na wanataka kuoana	positive
habari pole kwa usumbufu uliojitokeza kuna tatizo la kiufundi kwa upande wa tigopesa na wataalam wetu wanafanya jitihada za kutatua tatizo hilo mapema iwezekanavyo tafadhali jaribu tena baadae	neutral
tukianza kuzalisha umeme mwingi wa gesi hatutakuwa na matumizi ya bl USDyr ya umeme wa mafuta	positive
Kiongozi wa Korea Kaskazini Kim Jongun amesema nchi yake inatafakari mtazamo wake endapo Marekani itaendeleza vikwazo dhidi ya nchi hiyo kutokana na mpango wake wa silaha za nyuklia Soma zaidi gtgt	neutral
Lazima waongezeke km mkuu wa shule anawapa mimba wanafu	negative
Nisamehe babyntawapa na nyinginenimeanza na hii tu coz ilinishangazame siwezi ujue	neutral
Habari Minshock tafadhali tembelea tawini ujaze from uweze kuwezeshwa na huduma hiyoBL	positive
Huko Rwanda polisi wametangaza aliyepoteza hela zake akazifate kituoni Huu ni mfano bora wa polisi kulinda usalama wa raia	positive
Asante Sana kwa kutambua mchango wangu katika jamii naamini Twitter imenikutanisha na wewe baada ya kuona haraka	positive
Dogo alivyoumwa akalazwa ikahitajika kama hela ya matibabu nikiwacheck washikaji naambulia story ni	neutral
Nashukuru sana kwa kutuelezea umuhimu wa kupima	positive
Tayari kabisa Mzigo kwa ajili ya Wana bidhaa Bora kabisa tukutane kesho Sayansi Kijitonyama	positive
Klabu ya Aston Villa imetangaza kumsajili nyota wa soka Mbwana kwa mkataba wa miaka minne na nusu kuto	positive
Bilionea mwenye umri mkubwa zaidi Afrika kwa mujibu wa orodha ya mabilionea wa Forbes Jina Othman Benjellou	neutral
Ishi na watu vizuri watendee wema MUNGU ndiye ataamua kukulipa kwa njia inayoonekana au kwa njia isiyoonekana	positive
Kua makini kwenye maishaHuenda unachokitafuta kipo kwa yule unaemdharau	positive
Guys mtu akiwa na hela hata ya kumpush yeye niko tayari hit my DMs tuongee biashara vitu kama	positive
BAO la kweli kabisa Karibu Zantel upige BAO	positive
Uwepo wa Rushwa kwenye michakato ya kwenye vyama ni jambo linalosababisha wanawakwe wabaki nyuma kwenye kuwania nafasi za uon	neutral
Tutamiss sana uwepo Amr Moustafa Fahmy alikuwa katibu mkuu mwenye uwazi sana katika utendaji wake na kizuri alikuwa anaelek	positive
Bunge bila maswali na majibu wabunge wabongo kweli watajizuia MTU amuongelee afu acmjibu lolote Tutakuwa tumepiga hatua	neutral
Wafanyakazi watatu wa Umoja wa Mataifa wamepoteza maisha kwenye shambulizi hilo nchini Libya	negative
Rais wa serikali ya wanafunzi chuo kikuu cha Dar DARUSO pamoja na viongozi wengine wamefukuzwa chuo kwa kusimamia haki	negative
UHURU MICHEZOManchester City mabingwa Kombe la Ligi	positive
Mkubwa humu kwenye ZALI LA MENTALI design uliuapproach Umarioo fulani hiviPale unasema Tuliongea mengi	neutral
wale ambao wamekosa namba kazi yao ni kufata mpira ukitoka yule mtaalam wa soka huwa hakoc namba ata cku moja Ukiikumbuka lazima utabasam	neutral
Sana Yaani kwani wale huduma hiyo hawana kweli	neutral
Nimetua Dodoma asubuhi hii na ndugu zangu mwijaku Dodoma Airport	neutral
UHURU MICHEZO GOAL SIMBA SC AL AHLY Kagere	neutral
Mashabiki wote Manchester united mkiongozwa na na Tunawaambia Haya mambo yal	neutral
Je wajua kuwa unaweza kuipoteza account yako ya Twitter kwa kuandika maudhui yenye Lengo la kuashiria kujiua wewe mwenyewe endapo utatumia Lugha ya Kiingereza bila kusahau Maudhui yenye hakimiliki Copyright mfano Video baadhi ya nyimbo hata Picha pia	neutral
Taarifa toka Mamlaka ya Hali Hewa Tanzania TMA Tukio Uwepo wa mvua kubwa Siku Alhamisi Februari Baadhi	neutral
Kifo hakisababishwi na mwanadamu Everything is God plan Waeza umwa miaka Kenda na usife Hakuna wakulaumiwa Au kapigwa risasi C ugojwa tu	neutral
Jumamosi Ukiumiza Kichwa Sana Unapoteza Ya Kwangu Miwili Tu Normal Mechi Odds Stake Goals Mechi Od	neutral
Viongozi mbalimbali tayari wamewasili uwanjani kuaga miili ya wanafunzi walimu na dereva waliofariki katika ajali htt	neutral
Kwa jide imesound Good kabiasa yaani	positive
Nilifanya tour fupi tu Kisarawe kuna Location nzuri sana za kufanyia Filamu na nieneo zuri kwa mambo mengine mengi nit	positive
Ulaji wa Apple la kijina na ndizi usaidia kupunguza uzito	positive
Jamani mko wapi hawataki kutumbuliwa huku Mbona Sukumawiki tu zinaondolewa kwenye mboga	neutral
Ahsante kwa kuturipotia tatizo lako na pole kwa usumbufu uliojitokezasamahani tunaomba ututumie nambari yako DM kwa msaada zaidi LM	neutral
Retweet Weka Handle yako Follow wote walio like handle yako na wao wafollow back Ni mda wa kukuza Account	neutral
